,Date,ca_mnt,ca_fx,mnt_usd,ca_fx_usd,mnt_usd_000,ca_mnt_000,ca_fx_usd_000,ca_fx_000
192,2020-01,2935033.04,2469172.53,2751.57,897.3686041060193,2.75157,2.93503304,2.692105812318058,2.46917253
193,2020-02,2674916.35,2393607.85,2762.71,866.3985181216993,2.76271,2.67491635,2.5991955543650977,2.39360785
194,2020-03,2649537.22,2538364.82,2777.74,913.8237632031796,2.7777399999999997,2.64953722,2.741471289609539,2.53836482
195,2020-04,2612654.66,2432920.16,2788.91,872.3552068729362,2.78891,2.61265466,2.617065620618808,2.43292016
196,2020-05,2702400.46,2337044.3,2805.97,832.8828533448326,2.80597,2.70240046,2.4986485600344976,2.3370442999999996
197,2020-06,2765150.17,2325786.91,2823.89,823.6110153015876,2.82389,2.76515017,2.470833045904763,2.32578691
198,2020-07,2674353.78,2106162.6,2844.7,740.3812704327346,2.8447,2.6743537799999997,2.221143811298204,2.1061626
199,2020-08,2635066.32,2033174.31,2852.94,712.6593303749816,2.8529400000000003,2.63506632,2.1379779911249446,2.03317431
200,2020-09,2715253.41,2072408.67,2854.72,725.9586474330232,2.85472,2.7152534100000003,2.1778759422990697,2.0724086699999997
201,2020-10,2798194.34,1940772.75,2851.99,680.4977401744046,2.85199,2.79819434,2.041493220523214,1.94077275
202,2020-11,3071323.61,2097573.21,2849.66,736.078412863289,2.8496599999999996,3.07132361,2.208235238589867,2.0975732099999997
203,2020-12,3285033.63,1934312.64,2849.89,678.732386162273,2.84989,3.28503363,2.036197158486819,1.93431264
204,2021-01,2982568.09,2071921.16,2850.12,726.9592718903064,2.85012,2.98256809,2.180877815670919,2.07192116
205,2021-02,3146647.64,1959202.57,2849.27,687.6156243529044,2.84927,3.1466476400000003,2.0628468730587133,1.95920257
206,2021-03,3421149.36,2077965.03,2849.81,729.1591474519354,2.8498099999999997,3.42114936,2.187477442355806,2.07796503
207,2021-04,4135277.17,2244592.29,2850.01,787.5734786895484,2.85001,4.13527717,2.362720436068645,2.24459229
208,2021-05,4656699.23,2052398.25,2849.25,720.3292971834693,2.84925,4.65669923,2.1609878915504077,2.05239825
209,2021-06,4881049.96,2457697.75,2848.87,862.6921375843756,2.84887,4.88104996,2.588076412753127,2.45769775
210,2021-07,4594540.26,2199932.55,2849.12,772.144574465098,2.84912,4.59454026,2.316433723395294,2.1999325499999998
211,2021-08,4728637.95,2222393.65,2849.48,779.9295485492089,2.8494800000000002,4.72863795,2.339788645647627,2.22239365
212,2021-09,4620251.06,2129596.02,2849.2,747.4364804155553,2.8491999999999997,4.620251059999999,2.2423094412466655,2.12959602
213,2021-10,4705321.84,2119685.95,2848.85,744.0496867156924,2.84885,4.70532184,2.2321490601470773,2.11968595
214,2021-11,4922394.07,2238083.15,2849.21,785.5100712127221,2.8492100000000002,4.92239407,2.356530213638166,2.23808315
